OrderID,OrderDate,CustomerID,Product,Category,Region,Channel,Quantity,UnitPrice,Revenue
105978,2025-08-11,CUST02377,Yoga Mat,Sports & Fitness,West,Marketplace,1,599.0,599.0
103178,2024-11-10,CUST02423,Resistance Bands,Sports & Fitness,North,Online,1,399.0,399.0
104883,2025-04-17,CUST01716,Running Shoes,Fashion,East,Retail Store,1,2499.0,2499.0
104516,2025-03-11,CUST00211,Running Shoes,Fashion,Central,Retail Store,1,2499.0,2499.0
100995,2024-04-13,CUST00139,Wireless Earbuds,Electronics,North,Marketplace,1,1199.2,1199.2
104251,2025-02-09,CUST02218,Wireless Earbuds,Electronics,North,Marketplace,1,1499.0,1499.0
104528,2025-03-12,CUST02289,Running Shoes,Fashion,West,Marketplace,2,2499.0,4998.0
101004,2024-04-14,CUST01833,Dumbbell Set,Sports & Fitness,West,Online,1,2199.0,2199.0
107422,2025-12-02,CUST00275,Blender,Home & Kitchen,East,Online,1,1359.15,1359.15
101864,2024-07-21,CUST02439,Water Bottle,Sports & Fitness,South,Retail Store,2,279.2,558.4
100732,2024-03-16,CUST02221,Storage Containers,Home & Kitchen,North,Online,2,499.0,998.0
101838,2024-07-19,CUST01889,Wireless Earbuds,Electronics,,Online,2,1499.0,2998.0
101967,2024-08-02,CUST02498,Non-stick Pan Set,Home & Kitchen,West,Retail Store,2,1299.0,2598.0
107390,2025-11-30,CUST01984,Electric Kettle,Home & Kitchen,East,Online,1,899.0,899.0
104962,2025-04-24,CUST01150,Bluetooth Speaker,Electronics,South,Retail Store,1,1899.0,1899.0
105326,2025-06-04,CUST00351,Denim Jacket,Fashion,North,Online,1,1999.0,1999.0
104285,2025-02-13,CUST00737,Sunscreen SPF50,Beauty & Personal Care,West,Online,1,359.2,359.2
103936,2025-01-07,CUST00613,Water Bottle,Sports & Fitness,North,Retail Store,1,349.0,349.0
101606,2024-06-24,CUST00905,Blender,Home & Kitchen,Central,Online,2,1599.0,3198.0
103996,2025-01-14,CUST02062,Hair Dryer,Beauty & Personal Care,South,Online,1,1199.0,1199.0
107644,2025-12-20,CUST01235,Denim Jacket,Fashion,North,Online,1,1599.2,1599.2
102971,2024-10-26,CUST02042,Denim Jacket,Fashion,South,Marketplace,1,1999.0,1999.0
106670,2025-10-14,CUST01809,Hair Dryer,Beauty & Personal Care,South,Marketplace,1,1199.0,1199.0
106981,2025-11-03,CUST00332,Denim Jacket,FASHION,South,Online,1,1999.0,1999.0
103438,2024-11-26,CUST00692,Storage Containers,Home & Kitchen,West,Retail Store,1,399.2,399.2
107718,2025-12-27,CUST01475,Cotton T-Shirt,Fashion,North,Marketplace,1,599.0,599.0
101105,2024-04-26,CUST01688,Storage Containers,Home & Kitchen,North,Online,1,499.0,499.0
107314,2025-11-25,CUST02530,Trimmer,Beauty & Personal Care,North,Online,1,999.0,999.0
100393,2024-02-12,CUST00489,Wireless Earbuds,Electronics,South,Retail Store,1,1499.0,1499.0
105170,2025-05-16,CUST01671,Resistance Bands,Sports & Fitness,Central,Online,1,339.15,339.15
100162,2024-01-20,CUST01380,Denim Jacket,Fashion,South,Online,1,1599.2,1599.2
100197,2024-01-22,CUST01104,USB-C Cable,ELECTRONICS,North,Retail Store,1,224.1,224.1
105250,2025-05-25,CUST00255,Backpack,Fashion,East,Marketplace,2,1399.0,2798.0
107335,2025-11-27,CUST02001,Yoga Mat,Sports & Fitness,Central,Online,1,599.0,599.0
103919,2025-01-05,CUST00882,Sunglasses,Fashion,South,Online,1,799.0,799.0
101701,2024-07-06,CUST01885,Denim Jacket,Fashion,North,Online,1,1599.2,1599.2
104620,2025-03-21,CUST00449,Yoga Mat,Sports & Fitness,Central,Marketplace,1,599.0,599.0
103325,2024-11-19,CUST02154,Resistance Bands,Sports & Fitness,West,Online,1,359.1,359.1
102719,2024-10-10,CUST01892,Sunscreen SPF50,Beauty & Personal Care,West,Online,1,449.0,449.0
102126,2024-08-18,CUST00084,Trimmer,Beauty & Personal Care,East,Retail Store,1,999.0,999.0
105498,2025-06-23,CUST00533,Face Serum,Beauty & Personal Care,North,Online,1,699.0,699.0
104192,2025-02-02,CUST00526,Face Serum,Beauty & Personal Care,South,Retail Store,1,699.0,699.0
106700,2025-10-16,CUST00178,Hair Dryer,Beauty & Personal Care,East,Online,1,1199.0,1199.0
100040,2024-01-05,CUST00605,Cotton T-Shirt,Fashion,East,Retail Store,2,599.0,1198.0
100411,2024-02-14,CUST00117,Air Fryer,Home & Kitchen,West,Online,1,3149.1,3149.1
101538,2024-06-14,CUST01879,Sunscreen SPF50,Beauty & Personal Care,East,Retail Store,2,449.0,898.0
103636,2024-12-13,CUST01403,Denim Jacket,Fashion,Central,Marketplace,1,1999.0,1999.0
101732,2024-07-09,CUST00309,Face Serum,Beauty & Personal Care,South,Online,1,594.15,594.15
104324,2025-02-18,CUST00783,Electric Kettle,Home & Kitchen,North,Marketplace,2,899.0,1798.0
101043,2024-04-18,CUST02372,Cotton T-Shirt,Fashion,South,Online,1,599.0,599.0
100677,2024-03-11,CUST00094,Face Serum,Beauty & Personal Care,South,Online,1,699.0,699.0
103028,2024-10-31,CUST00294,Smartwatch,Electronics,West,Online,1,2999.0,2999.0
100187,2024-01-21,CUST01274,Face Serum,Beauty & Personal Care,East,Online,1,594.15,594.15
105553,2025-06-30,CUST00423,Non-stick Pan Set,Home & Kitchen,Central,Online,1,1299.0,1299.0
105874,2025-08-01,CUST01323,Resistance Bands,Sports & Fitness,West,Marketplace,1,399.0,399.0
105213,2025-05-21,CUST00612,Power Bank,Electronics,South,Online,2,899.0,1798.0
107066,2025-11-09,CUST01322,Denim Jacket,Fashion,West,Retail Store,1,1999.0,1999.0
106226,2025-09-06,CUST00613,Laptop Stand,Electronics,West,Online,1,799.0,799.0
101387,2024-05-27,CUST01887,Wireless Earbuds,Electronics,West,Online,1,1349.1,1349.1
102247,2024-08-31,CUST00427,Wireless Earbuds,Electronics,North,Retail Store,1,1499.0,1499.0
104729,2025-03-30,CUST01842,Water Bottle,Sports & Fitness,West,Retail Store,2,279.2,558.4
107331,2025-11-27,CUST01213,Electric Kettle,Home & Kitchen,South,Online,2,899.0,1798.0
104709,2025-03-29,CUST02309,Backpack,Fashion,Central,Online,1,1259.1,1259.1
105706,2025-07-15,CUST00091,Water Bottle,Sports & Fitness,North,Retail Store,1,349.0,349.0
107345,2025-11-28,CUST01580,Hair Dryer,Beauty & Personal Care,North,Online,1,1019.15,1019.15
105422,2025-06-14,CUST01886,Sunglasses,Fashion,West,Online,1,799.0,799.0
106760,2025-10-19,CUST02350,Water Bottle,Sports & Fitness,,Retail Store,2,349.0,698.0
100029,2024-01-04,CUST02323,Laptop Stand,Electronics,East,Online,1,799.0,799.0
102954,2024-10-25,CUST02372,Wireless Earbuds,Electronics,South,Retail Store,2,1499.0,2998.0
103449,2024-11-27,CUST00627,Power Bank,Electronics,South,Online,1,719.2,719.2
103132,2024-11-07,CUST00232,Water Bottle,Sports & Fitness,South,Marketplace,1,349.0,349.0
103074,2024-11-02,CUST00139,Smartwatch,Electronics,West,Online,2,2999.0,5998.0
101284,2024-05-16,CUST02116,Water Bottle,Sports & Fitness,South,Online,1,349.0,349.0
106086,2025-08-22,CUST01891,Hair Dryer,Beauty & Personal Care,Central,Retail Store,2,1079.1,2158.2
102524,2024-09-25,CUST02119,Hair Dryer,Beauty & Personal Care,North,Online,2,1019.15,2038.3
103911,2025-01-04,CUST02063,Dumbbell Set,Sports & Fitness,South,Online,1,1869.15,1869.15
104304,2025-02-16,CUST02314,Smartwatch,Electronics,North,Online,1,2999.0,2999.0
103187,2024-11-10,CUST01804,Running Shoes,Fashion,East,Retail Store,1,2499.0,2499.0
105691,2025-07-13,CUST01274,Dumbbell Set,Sports & Fitness,East,Retail Store,3,2199.0,6597.0
107301,2025-11-24,CUST00099,Wireless Earbuds,Electronics,South,Retail Store,1,1274.15,1274.15
106583,2025-10-06,CUST00164,Electric Kettle,Home & Kitchen,East,Online,1,899.0,899.0
107075,2025-11-09,CUST01858,Sunglasses,Fashion,South,Retail Store,1,719.1,719.1
102733,2024-10-10,CUST00262,Dumbbell Set,Sports & Fitness,South,Retail Store,1,2199.0,2199.0
106586,2025-10-07,CUST02420,Dumbbell Set,Sports & Fitness,West,Retail Store,1,2199.0,2199.0
106576,2025-10-06,CUST00423,Denim Jacket,Fashion,North,Online,1,1999.0,1999.0
104049,2025-01-19,CUST02422,Cotton T-Shirt,Fashion,Central,Online,1,509.15,509.15
106133,2025-08-27,CUST01106,Resistance Bands,Sports & Fitness,South,Online,2,319.2,638.4
105524,2025-06-27,CUST01212,Air Fryer,Home & Kitchen,East,Retail Store,1,3499.0,3499.0
103894,2025-01-02,CUST00050,Sunscreen SPF50,Beauty & Personal Care,South,Online,1,449.0,449.0
106463,2025-09-29,CUST00079,Face Serum,Beauty & Personal Care,South,Retail Store,1,594.15,594.15
102044,2024-08-10,CUST00664,Blender,Home & Kitchen,South,Marketplace,1,1599.0,1599.0
106367,2025-09-20,CUST02358,Backpack,Fashion,East,Retail Store,3,1399.0,4197.0
101911,2024-07-26,CUST00142,Running Shoes,Fashion,West,Retail Store,1,2499.0,2499.0
107595,2025-12-16,CUST01605,Sunglasses,Fashion,West,Online,1,799.0,799.0
104001,2025-01-14,CUST02001,Cotton T-Shirt,Fashion,Central,Online,1,599.0,599.0
101529,2024-06-13,CUST02373,Hair Dryer,Beauty & Personal Care,East,Marketplace,1,1079.1,1079.1
107069,2025-11-09,CUST00110,Blender,Home & Kitchen,West,Online,1,1439.1,1439.1
105080,2025-05-06,CUST01176,Laptop Stand,ELECTRONICS,Central,Online,1,799.0,799.0
105935,2025-08-08,CUST00453,Sunscreen SPF50,Beauty & Personal Care,South,Online,1,449.0,449.0
101998,2024-08-05,CUST00800,Laptop Stand,Electronics,North,Online,1,799.0,799.0
101484,2024-06-08,CUST00932,Cotton T-Shirt,FASHION,North,Online,1,599.0,599.0
100020,2024-01-03,CUST01284,USB-C Cable,Electronics,,Online,1,249.0,249.0
106884,2025-10-27,CUST02058,Smartwatch,Electronics,West,Marketplace,2,2999.0,5998.0
106171,2025-08-31,CUST01319,Water Bottle,Sports & Fitness,,Online,2,349.0,698.0
106374,2025-09-21,CUST00505,Storage Containers,Home & Kitchen,Central,Online,1,499.0,499.0
105476,2025-06-20,CUST01155,Non-stick Pan Set,Home & Kitchen,West,Online,1,1299.0,1299.0
106545,2025-10-04,CUST02147,Yoga Mat,Sports & Fitness,West,Online,1,599.0,599.0
101760,2024-07-12,CUST01406,Denim Jacket,Fashion,North,Retail Store,1,1999.0,1999.0
101430,2024-06-01,CUST00970,Storage Containers,Home & Kitchen,East,Marketplace,1,449.1,449.1
104195,2025-02-03,CUST01858,Wireless Earbuds,Electronics,South,Online,1,1199.2,1199.2
100343,2024-02-05,CUST02409,Cotton T-Shirt,Fashion,South,Retail Store,3,599.0,1797.0
102938,2024-10-25,CUST02370,Backpack,Fashion,South,Online,1,1189.15,1189.15
102254,2024-09-01,CUST01344,Backpack,Fashion,East,Retail Store,1,1399.0,1399.0
103654,2024-12-14,CUST02028,Water Bottle,Sports & Fitness,South,Online,1,349.0,349.0
101941,2024-07-30,CUST02045,Resistance Bands,Sports & Fitness,East,Online,1,399.0,399.0
107072,2025-11-09,CUST00980,Storage Containers,Home & Kitchen,East,Online,1,424.15,424.15
105145,2025-05-13,CUST01930,Sunscreen SPF50,Beauty & Personal Care,West,Marketplace,1,449.0,449.0
102191,2024-08-24,CUST01640,Air Fryer,Home & Kitchen,North,Online,1,3499.0,3499.0
100610,2024-03-04,CUST00428,Wireless Earbuds,Electronics,West,Retail Store,1,1499.0,1499.0
101454,2024-06-05,CUST01431,Water Bottle,Sports & Fitness,North,Retail Store,1,279.2,279.2
102807,2024-10-16,CUST02580,Laptop Stand,Electronics,North,Retail Store,1,799.0,799.0
106595,2025-10-08,CUST01570,Sunscreen SPF50,Beauty & Personal Care,North,Retail Store,1,404.1,404.1
105751,2025-07-19,CUST00688,Yoga Mat,Sports & Fitness,South,Online,1,599.0,599.0
102910,2024-10-23,CUST00547,Dumbbell Set,Sports & Fitness,West,Online,2,2199.0,4398.0
105066,2025-05-04,CUST01334,Bluetooth Speaker,Electronics,West,Online,1,1899.0,1899.0
101039,2024-04-18,CUST00407,Water Bottle,Sports & Fitness,West,Retail Store,2,279.2,558.4
106806,2025-10-22,CUST01621,USB-C Cable,Electronics,North,Online,1,249.0,249.0
106151,2025-08-29,CUST00242,Face Serum,Beauty & Personal Care,West,Online,1,699.0,699.0
105966,2025-08-10,CUST00179,Dumbbell Set,Sports & Fitness,South,Retail Store,2,2199.0,4398.0
107220,2025-11-19,CUST01397,Hair Dryer,Beauty & Personal Care,South,Marketplace,2,1019.15,2038.3
103985,2025-01-12,CUST00344,Yoga Mat,Sports & Fitness,North,Online,1,509.15,509.15
100890,2024-04-02,CUST00010,Electric Kettle,Home & Kitchen,South,Retail Store,1,899.0,899.0
106947,2025-10-31,CUST01609,Smartwatch,Electronics,West,Online,1,2699.1,2699.1
106724,2025-10-17,CUST02573,Laptop Stand,ELECTRONICS,East,Retail Store,1,719.1,719.1
101772,2024-07-13,CUST00687,Running Shoes,Fashion,East,Online,1,2249.1,2249.1
105107,2025-05-10,CUST01768,Bluetooth Speaker,Electronics,West,Online,1,1899.0,1899.0
101270,2024-05-14,CUST00310,Denim Jacket,Fashion,West,Online,1,1999.0,1999.0
103733,2024-12-21,CUST00422,Sunscreen SPF50,Beauty & Personal Care,North,Retail Store,2,449.0,898.0
106148,2025-08-29,CUST02243,Water Bottle,Sports & Fitness,East,Online,1,349.0,349.0
104115,2025-01-25,CUST01253,Yoga Mat,Sports & Fitness,South,Online,1,599.0,599.0
100405,2024-02-13,CUST02172,Face Serum,Beauty & Personal Care,North,Online,1,594.15,594.15
101758,2024-07-12,CUST01280,Electric Kettle,Home & Kitchen,East,Retail Store,1,899.0,899.0
107088,2025-11-10,CUST01983,Yoga Mat,Sports & Fitness,South,Online,1,539.1,539.1
104130,2025-01-27,CUST01957,Storage Containers,Home & Kitchen,North,Online,1,499.0,499.0
107473,2025-12-06,CUST00876,Bluetooth Speaker,Electronics,West,Marketplace,1,1899.0,1899.0
101062,2024-04-22,CUST00253,Laptop Stand,Electronics,South,Online,1,639.2,639.2
106118,2025-08-25,CUST01422,Cotton T-Shirt,Fashion,West,Online,1,599.0,599.0
101884,2024-07-23,CUST00305,Blender,Home & Kitchen,West,Online,2,1599.0,3198.0
103789,2024-12-24,CUST01614,Smartwatch,Electronics,North,Online,2,2999.0,5998.0
105246,2025-05-25,CUST00324,Electric Kettle,Home & Kitchen,South,Marketplace,2,899.0,1798.0
101797,2024-07-16,CUST01101,Backpack,Fashion,South,Marketplace,1,1259.1,1259.1
100806,2024-03-24,CUST01062,Bluetooth Speaker,Electronics,West,Online,2,1899.0,3798.0
100905,2024-04-04,CUST00268,Running Shoes,Fashion,West,Online,1,2499.0,2499.0
106402,2025-09-24,CUST02383,Bluetooth Speaker,Electronics,West,Marketplace,1,1709.1,1709.1
101724,2024-07-08,CUST00836,Face Serum,Beauty & Personal Care,North,Online,2,699.0,1398.0
100950,2024-04-09,CUST01628,Cotton T-Shirt,Fashion,West,Online,1,599.0,599.0
105898,2025-08-03,CUST01914,Air Fryer,Home & Kitchen,West,Retail Store,1,3499.0,3499.0
102036,2024-08-09,CUST00334,Bluetooth Speaker,Electronics,West,Online,1,1899.0,1899.0
106653,2025-10-12,CUST00022,Denim Jacket,Fashion,Central,Online,1,1999.0,1999.0
106286,2025-09-11,CUST00043,Backpack,Fashion,West,Online,1,1399.0,1399.0
106409,2025-09-24,CUST00712,Cotton T-Shirt,Fashion,Central,Online,1,599.0,599.0
102912,2024-10-23,CUST02199,Sunscreen SPF50,Beauty & Personal Care,East,Marketplace,1,381.65,381.65
104197,2025-02-03,CUST01718,Wireless Earbuds,Electronics,West,Retail Store,1,1499.0,1499.0
101773,2024-07-13,CUST01107,Storage Containers,Home & Kitchen,East,Online,1,499.0,499.0
100133,2024-01-16,CUST02208,Face Serum,Beauty & Personal Care,North,Marketplace,1,699.0,699.0
100372,2024-02-10,CUST01021,Water Bottle,Sports & Fitness,South,Marketplace,1,296.65,296.65
103087,2024-11-03,CUST01463,Smartwatch,Electronics,South,Online,1,2999.0,2999.0
102367,2024-09-11,CUST00933,USB-C Cable,Electronics,South,Marketplace,2,249.0,498.0
103114,2024-11-05,CUST01891,Power Bank,Electronics,East,Online,1,764.15,764.15
100329,2024-02-03,CUST01156,Laptop Stand,Electronics,South,Online,2,679.15,1358.3
105260,2025-05-26,CUST01632,Face Serum,Beauty & Personal Care,West,Online,1,699.0,699.0
102757,2024-10-12,CUST00592,USB-C Cable,Electronics,East,Online,1,249.0,249.0
102424,2024-09-15,CUST02394,Power Bank,Electronics,North,Online,1,899.0,899.0
104876,2025-04-15,CUST02326,Resistance Bands,Sports & Fitness,South,Marketplace,1,399.0,399.0
106701,2025-10-16,CUST00601,Running Shoes,Fashion,South,Retail Store,2,2499.0,4998.0
104968,2025-04-24,CUST00717,Electric Kettle,Home & Kitchen,South,Online,2,899.0,1798.0
102387,2024-09-13,CUST00636,Hair Dryer,Beauty & Personal Care,South,Online,1,1199.0,1199.0
103318,2024-11-19,CUST00210,Bluetooth Speaker,Electronics,South,Marketplace,1,1709.1,1709.1
107392,2025-11-30,CUST02163,Power Bank,Electronics,South,Online,1,809.1,809.1
104470,2025-03-06,CUST00875,Wireless Earbuds,Electronics,North,Online,1,1199.2,1199.2
107661,2025-12-22,CUST01927,Storage Containers,Home & Kitchen,North,Online,1,499.0,499.0
103376,2024-11-23,CUST02544,Bluetooth Speaker,Electronics,South,Online,2,1614.15,3228.3
100168,2024-01-20,CUST02570,Yoga Mat,Sports & Fitness,West,Retail Store,1,599.0,599.0
106035,2025-08-17,CUST01112,Bluetooth Speaker,Electronics,West,Online,2,1899.0,3798.0
105526,2025-06-27,CUST01920,Cotton T-Shirt,Fashion,North,Marketplace,1,599.0,599.0
102468,2024-09-19,CUST00210,Storage Containers,Home & Kitchen,East,Retail Store,1,499.0,499.0
100665,2024-03-10,CUST01222,Wireless Earbuds,Electronics,North,Retail Store,1,1199.2,1199.2
104921,2025-04-20,CUST00117,Denim Jacket,Fashion,East,Online,1,1999.0,1999.0
103578,2024-12-07,CUST00020,Sunglasses,Fashion,North,Retail Store,1,799.0,799.0
102559,2024-09-29,CUST00941,Yoga Mat,Sports & Fitness,East,Marketplace,1,599.0,599.0
107568,2025-12-13,CUST01396,Non-stick Pan Set,Home & Kitchen,West,Retail Store,1,1299.0,1299.0
100296,2024-02-01,CUST00144,Cotton T-Shirt,Fashion,South,Marketplace,1,599.0,599.0
105958,2025-08-09,CUST01503,Laptop Stand,Electronics,South,Retail Store,1,799.0,799.0
103370,2024-11-22,CUST01544,Sunglasses,Fashion,East,Online,1,679.15,679.15
106893,2025-10-28,CUST01257,Electric Kettle,Home & Kitchen,West,Marketplace,1,899.0,899.0
106930,2025-10-30,CUST01815,Wireless Earbuds,Electronics,Central,Marketplace,1,1274.15,1274.15
104742,2025-03-31,CUST00037,Sunglasses,Fashion,North,Marketplace,1,799.0,799.0
104234,2025-02-08,CUST00931,Resistance Bands,Sports & Fitness,West,Online,1,399.0,399.0
102511,2024-09-24,CUST01793,Sunglasses,Fashion,North,Retail Store,2,799.0,1598.0
101926,2024-07-27,CUST00592,USB-C Cable,Electronics,South,Retail Store,1,249.0,249.0
103009,2024-10-29,CUST02362,Dumbbell Set,Sports & Fitness,East,Marketplace,1,2199.0,2199.0
105104,2025-05-09,CUST00445,Face Serum,Beauty & Personal Care,North,Online,2,629.1,1258.2
102902,2024-10-23,CUST00831,Power Bank,Electronics,North,Marketplace,3,899.0,2697.0
100362,2024-02-08,CUST02436,Dumbbell Set,Sports & Fitness,East,Retail Store,1,1759.2,1759.2
103088,2024-11-03,CUST01821,Resistance Bands,Sports & Fitness,South,Online,1,399.0,399.0
103211,2024-11-12,CUST00311,Air Fryer,Home & Kitchen,East,Retail Store,1,3499.0,3499.0
105362,2025-06-08,CUST00525,Electric Kettle,Home & Kitchen,Central,Marketplace,3,899.0,2697.0
106868,2025-10-26,CUST02192,Air Fryer,Home & Kitchen,North,Online,0,3499.0,3499.0
103614,2024-12-11,CUST02200,Power Bank,Electronics,South,Marketplace,1,899.0,899.0
103400,2024-11-24,CUST02039,Air Fryer,Home & Kitchen,North,Retail Store,2,2974.15,5948.3
100723,2024-03-16,CUST02096,Smartwatch,Electronics,North,Retail Store,1,2699.1,2699.1
105869,2025-08-01,CUST02452,Storage Containers,Home & Kitchen,North,Marketplace,1,499.0,499.0
106891,2025-10-28,CUST01555,Denim Jacket,Fashion,Central,Online,1,1999.0,1999.0
102791,2024-10-14,CUST02075,Sunglasses,Fashion,Central,Online,1,799.0,799.0
101770,2024-07-13,CUST01347,Face Serum,Beauty & Personal Care,South,Marketplace,1,699.0,699.0
103531,2024-12-04,CUST01310,Hair Dryer,Beauty & Personal Care,North,Online,1,1199.0,1199.0
107407,2025-12-01,CUST00802,USB-C Cable,Electronics,North,Online,2,249.0,498.0
104122,2025-01-26,CUST02476,Water Bottle,Sports & Fitness,South,Retail Store,1,314.1,314.1
102934,2024-10-24,CUST01880,Denim Jacket,Fashion,Central,Marketplace,1,1999.0,1999.0
102554,2024-09-28,CUST01118,Bluetooth Speaker,Electronics,West,Retail Store,1,1899.0,1899.0
102792,2024-10-14,CUST02571,Resistance Bands,SPORTS & FITNESS,West,Online,1,399.0,399.0
107032,2025-11-07,CUST01015,Power Bank,Electronics,North,Online,1,899.0,899.0
107007,2025-11-05,CUST02347,Trimmer,Beauty & Personal Care,North,Online,1,999.0,999.0
106165,2025-08-30,CUST01754,Backpack,Fashion,South,Online,1,1399.0,1399.0
103399,2024-11-24,CUST02590,Smartwatch,Electronics,West,Retail Store,1,2999.0,2999.0
104140,2025-01-28,CUST01880,Non-stick Pan Set,Home & Kitchen,North,Marketplace,1,1039.2,1039.2
105375,2025-06-09,CUST00458,Hair Dryer,Beauty & Personal Care,Central,Retail Store,1,1199.0,1199.0
106582,2025-10-06,CUST00926,Blender,Home & Kitchen,South,Online,1,1599.0,1599.0
102359,2024-09-11,CUST00602,Water Bottle,Sports & Fitness,North,Online,2,349.0,698.0
101622,2024-06-25,CUST01839,Laptop Stand,Electronics,North,Marketplace,2,799.0,1598.0
104359,2025-02-22,CUST00420,Denim Jacket,Fashion,North,Retail Store,1,1999.0,1999.0
101193,2024-05-06,CUST00440,Laptop Stand,Electronics,South,Marketplace,1,639.2,639.2
102764,2024-10-12,CUST02341,Power Bank,Electronics,West,Retail Store,1,719.2,719.2
104095,2025-01-23,CUST00905,Trimmer,Beauty & Personal Care,North,Online,1,849.15,849.15
106614,2025-10-09,CUST02112,Trimmer,Beauty & Personal Care,West,Online,1,799.2,799.2
101674,2024-07-01,CUST01593,Laptop Stand,Electronics,East,Online,1,799.0,799.0
105862,2025-07-31,CUST00693,Air Fryer,Home & Kitchen,East,Online,1,3499.0,3499.0
104892,2025-04-17,CUST01012,Hair Dryer,Beauty & Personal Care,West,Marketplace,2,1199.0,2398.0
101170,2024-05-03,CUST01027,Sunscreen SPF50,Beauty & Personal Care,East,Online,1,449.0,449.0
102610,2024-10-03,CUST02253,Dumbbell Set,Sports & Fitness,South,Online,1,2199.0,2199.0
106363,2025-09-20,CUST02405,Sunscreen SPF50,Beauty & Personal Care,South,Online,1,449.0,449.0
104650,2025-03-23,CUST01176,Yoga Mat,Sports & Fitness,South,Marketplace,1,599.0,599.0
100416,2024-02-15,CUST00252,Yoga Mat,Sports & Fitness,Central,Retail Store,1,599.0,599.0
100979,2024-04-12,CUST01503,Water Bottle,Sports & Fitness,West,Online,2,349.0,698.0
102688,2024-10-08,CUST01768,Dumbbell Set,Sports & Fitness,West,Marketplace,1,1869.15,1869.15
100316,2024-02-02,CUST02000,Electric Kettle,Home & Kitchen,West,Online,1,899.0,899.0
101077,2024-04-23,CUST01471,Cotton T-Shirt,Fashion,East,Online,1,539.1,539.1
104756,2025-04-03,CUST00454,Backpack,Fashion,North,Retail Store,1,1399.0,1399.0
104735,2025-03-31,CUST00500,USB-C Cable,Electronics,South,Online,1,249.0,249.0
104641,2025-03-23,CUST02415,USB-C Cable,Electronics,East,Retail Store,1,249.0,249.0
100215,2024-01-24,CUST02309,Sunscreen SPF50,Beauty & Personal Care,Central,Online,1,449.0,449.0
106391,2025-09-22,CUST00894,Sunscreen SPF50,Beauty & Personal Care,East,Online,1,449.0,449.0
101885,2024-07-23,CUST00216,Yoga Mat,Sports & Fitness,,Online,1,599.0,599.0
104215,2025-02-05,CUST00029,Running Shoes,Fashion,North,Retail Store,1,2499.0,2499.0
106677,2025-10-14,CUST00601,Laptop Stand,Electronics,Central,Online,1,719.1,719.1
104371,2025-02-23,CUST02472,Hair Dryer,Beauty & Personal Care,South,Online,1,1199.0,1199.0
102095,2024-08-16,CUST01704,Resistance Bands,Sports & Fitness,South,Marketplace,1,399.0,399.0
103527,2024-12-03,CUST00133,Storage Containers,Home & Kitchen,East,Online,2,449.1,898.2
100659,2024-03-09,CUST02432,Sunscreen SPF50,Beauty & Personal Care,East,Online,1,449.0,449.0
104596,2025-03-18,CUST00539,Backpack,Fashion,Central,Online,2,1399.0,2798.0
103743,2024-12-21,CUST00801,Storage Containers,Home & Kitchen,South,Retail Store,1,499.0,499.0
102523,2024-09-25,CUST02386,Air Fryer,Home & Kitchen,North,Retail Store,1,3499.0,3499.0
106685,2025-10-15,CUST00715,Backpack,Fashion,West,Marketplace,1,1399.0,1399.0
101353,2024-05-24,CUST00997,Dumbbell Set,Sports & Fitness,East,Retail Store,1,1759.2,1759.2
106925,2025-10-30,CUST00551,Non-stick Pan Set,Home & Kitchen,North,Online,1,1299.0,1299.0
106339,2025-09-16,CUST00283,Blender,Home & Kitchen,West,Online,1,1279.2,1279.2
100969,2024-04-11,CUST02172,Bluetooth Speaker,Electronics,East,Online,1,1899.0,1899.0
105103,2025-05-09,CUST01042,Sunglasses,Fashion,North,Online,1,799.0,799.0
107163,2025-11-15,CUST01174,Electric Kettle,Home & Kitchen,West,Retail Store,1,899.0,899.0
104804,2025-04-07,CUST00198,Smartwatch,Electronics,Central,Online,1,2999.0,2999.0
100337,2024-02-05,CUST02523,Laptop Stand,Electronics,East,Online,2,799.0,1598.0
105184,2025-05-17,CUST01633,Running Shoes,Fashion,Central,Online,1,2499.0,2499.0
103679,2024-12-16,CUST00859,Cotton T-Shirt,Fashion,Central,Online,1,599.0,599.0
102758,2024-10-12,CUST01839,Face Serum,Beauty & Personal Care,Central,Online,1,559.2,559.2
106341,2025-09-17,CUST00986,Cotton T-Shirt,Fashion,South,Online,1,599.0,599.0
100747,2024-03-18,CUST02443,Sunglasses,Fashion,North,Online,2,799.0,1598.0
104551,2025-03-15,CUST02063,Smartwatch,Electronics,South,Online,1,2549.15,2549.15
103264,2024-11-16,CUST01849,Smartwatch,Electronics,North,Marketplace,1,2699.1,2699.1
103016,2024-10-29,CUST00379,Storage Containers,Home & Kitchen,North,Online,1,499.0,499.0
102992,2024-10-28,CUST00625,Blender,Home & Kitchen,South,Retail Store,1,1599.0,1599.0
107310,2025-11-25,CUST01925,Air Fryer,Home & Kitchen,North,Marketplace,2,2974.15,5948.3
102262,2024-09-01,CUST02333,Face Serum,Beauty & Personal Care,South,Online,1,699.0,699.0
105771,2025-07-21,CUST01694,Wireless Earbuds,Electronics,West,Retail Store,1,1499.0,1499.0
103481,2024-11-30,CUST02347,USB-C Cable,Electronics,South,Retail Store,1,249.0,249.0
105253,2025-05-25,CUST02130,Sunglasses,Fashion,West,Online,1,799.0,799.0
107498,2025-12-07,CUST00953,Wireless Earbuds,Electronics,North,Online,1,1499.0,1499.0
